Company_ID,Environmental_Score,Social_Score,Governance_Score,Overall_ESG_Score,Carbon_Emission_Reduction,Renewable_Energy_Adoption,Employee_Satisfaction,Board_Diversity,Regulatory_Compliance,Simulated_ESG_Impact_Score
49,63.73682234746237,89.60790991207439,63.483057387411684,71.7043855405926,7.01149056030232,33.44425271181041,81.46250560259172,20.5187142904807,87.01966904922422,118.28196576271807
50,34.788356442042165,21.701552868030973,26.538027659742262,25.788155627149663,-5.969432439873743,51.931269264230316,93.61630415509966,48.7082544323578,13.865252911330373,68.38335312065756
51,97.56677022116469,89.97613381473596,56.664051322292515,81.73769714126459,8.68866077506883,19.755590567847825,51.351786674177,87.82524677323465,12.7311878746725,116.6705729557203
52,82.01062586888916,62.31497072217696,58.775702970403756,69.13881281850743,3.781753074964593,80.51743973603767,95.02792236114071,52.72551499506771,17.567229796858452,123.88265740074213
53,95.15991532513513,95.1254158810317,33.26196321306206,77.35869005235674,6.465464253600604,18.577695469870783,53.56889704560298,92.98704822938791,96.02663584920666,120.53563364556095
54,91.5861880342119,83.90265886189323,95.65585176002259,87.78898540432554,1.1238138526002324,8.496628988946641,39.419049459990795,48.37968965827963,69.3169360253846,114.99109026721601
55,67.83199830488681,99.834728842667,87.99802971845295,85.64202248124698,5.590334028481269,43.62460263571574,84.82031285528954,49.044909673594994,80.13715354636368,136.64213917869628
56,93.74993880184934,48.05694523613681,73.52178698632866,77.38572641696871,-9.675992053210656,65.83074395060619,49.2982710458089,11.974678850053188,39.7634985732753,115.52369580975623
57,27.07940016415356,81.37506311449016,56.98364488004857,54.595315381338864,6.367608495590705,43.771682493354135,47.190251056452304,80.26562441522198,33.631272750495555,97.67770877311875
58,35.67862899353162,52.15447308873937,52.941243326760684,41.53062268081126,-9.19722281829267,27.67541319513086,49.03124894098283,24.69654124670625,23.448400678316993,63.39192683771513
59,23.618183112843045,58.39004962431271,72.07787737207633,43.65909609520642,7.798267527257249,55.817118389044076,84.67850018697453,89.9612489372315,48.0648028312409,97.92415190015186
60,46.02642646106115,70.2004370574696,63.634549552552436,63.40359315113258,9.839254944772865,34.700233541219994,83.19415416880521,91.0824220330396,55.18287335341685,112.56717714686607
61,51.09418317515856,89.8941691349071,24.98184847055085,56.11900248799196,-4.118650756464444,93.28676901266331,40.35199924402112,94.33101118741497,63.17748436527554,117.51297060002088
62,41.70792254191167,98.72667753594361,61.000211901626535,62.40822899057631,-5.793628874284127,92.2645139603572,33.3299859870525,52.023048910309,25.71185039986945,109.37108641637423
63,86.29900073215435,81.46187310916146,84.51228937862716,85.14977409722886,5.307267277160815,50.23718199720955,49.19280240391293,67.70937847836443,94.86540809029907,137.15646121142368
64,48.540266135487144,53.4213425733867,56.73919020775664,53.534861689722035,-4.939473181594936,32.78839940182585,57.277250973710906,77.85158800616635,16.975849820713584,87.41946342807034
65,42.47476077499046,53.70856018216561,24.156526204341475,43.3120801260264,7.311247663444071,73.71324139566391,23.833721062799697,13.10146186504656,96.56531747664123,88.1313474170201
66,63.41568665265988,79.00658412711132,82.90225595072265,71.41816337180899,-7.943148156850466,3.671294348306664,79.39550847155907,60.09571949974972,1.4856122507503788,95.83321397058864
67,31.27393799798101,39.10217166146418,36.10910257087795,30.373717765569104,-7.480896072412834,47.47690060436513,48.648276573242285,3.4297901303311673,48.11256918168456,59.10200658920313
68,84.17575846032318,28.837929050511573,40.6896667910431,58.586148944113816,9.583031102012313,33.63233942703335,33.40455484199596,49.75660833887259,33.336783811656275,89.7675450604974
69,25.964051494381664,48.36977261126212,33.17650827458367,33.11809853725135,3.4767779654000925,92.05358851025547,10.68209929639906,15.48426816202274,44.91234139302508,69.80842126306152
70,98.95095492804138,42.97911933232654,46.4172051897198,67.98763791548627,6.937744488579057,1.2003027272682543,23.884516040360694,18.29229259620847,57.0664578980789,83.60685565458257
71,81.77958154373259,43.7046496364792,80.5401204550908,70.20978880282055,-3.5134124529696393,55.28148757183491,94.92811717559837,36.50475666926015,43.558915801270906,119.40626446649011
72,35.89725452273379,38.688620083992795,61.550868760314984,44.3877101993646,3.5296749904120883,74.0663581066626,30.50996868195266,43.243716671650304,41.4846850301595,87.63488522329634
73,20.441769369888192,23.36745517090895,36.390501932057006,23.582016482924143,1.8848365461719432,48.50179875240413,16.885928936703532,62.317242453218725,73.27234154133066,61.762357258757405
74,85.23691427638673,21.429914778673105,90.22640625216327,61.86279998377175,2.06300240245894,8.540303016272166,46.06727916549932,7.442841843851566,68.58762750864646,85.55841977882304
75,76.54858750780937,99.01779117888252,90.36654839612234,88.84398184179024,3.6506491907544323,97.24613900279022,30.70877433602487,50.36917612374447,83.32712820358479,144.1641472128424
76,78.32057344327899,54.22185069886899,89.64627400368056,76.3784019589528,1.5071834625819704,51.801043137609796,3.5159250271194153,18.262513025310113,24.995898123949555,100.85677747352901
77,81.70162773487566,50.74613177277453,39.10369691052314,64.68505873128609,-1.4187526139466815,61.41862443190114,32.314521727941724,57.397517503174186,60.952850975406356,108.747478230835
78,25.92357213872723,74.3717826154456,56.099147534479044,46.48339769855419,-4.481546112389063,23.660978270750732,54.41086239394686,63.74046122611835,58.51947853928539,83.48625654212049
79,48.67725828354181,37.46031102920513,98.79917249127001,53.83009142243322,5.37162661826404,48.34980851068038,55.17123720199669,55.67092565528539,36.973781087268875,95.67598310007932
80,29.269524762010377,95.99689471601803,81.76099810479923,70.19433516944106,-5.474551399936276,42.914949195832186,35.65589211768887,73.82955104783076,48.605754190268094,105.69740988961283
81,89.04827407004748,82.90760115324417,22.173393698044784,72.54567073951358,3.8470861230882836,7.489584200198374,44.73027562526006,33.56092442409013,31.378214330572874,93.27670903788508
82,69.86385014620464,27.15288018498076,25.216367300839366,47.58307819673269,-5.333343547013467,10.616035354746723,96.55179182347663,76.5106591633131,14.18443976169852,82.43491590710313
83,46.471841988211935,53.40646206279427,57.114510144986625,48.58595239486285,2.5066033990890784,83.74725196187745,37.73484772303116,43.27670817081937,21.380121066273283,90.44170054197994
84,25.084668022881893,90.32946460497317,92.73761646892481,65.7094426492186,4.941565342580578,23.981995220659023,25.822681325998296,48.41844983225968,10.55136464012011,89.43200392093902
85,44.878585737252976,95.57856178331282,63.09614383621714,69.1893628222897,-5.625722221869216,19.495827149863054,24.34670440667601,64.81021272610714,68.30695751901241,97.72600408647763
86,46.014665762139764,57.39212089998958,59.82500064274322,55.25047763500779,-8.801133982773834,50.49114512501392,45.776461270413414,1.835838399922396,66.07273931091515,85.80856580737753
87,78.36849426704512,69.07291113685662,28.437895996530447,61.71390751251746,-7.380525140116518,76.87471313625129,75.9520148716944,65.39942214202483,95.06063715798729,121.95387100700006
88,71.00459770841705,33.36271568736602,72.54240837794353,53.3683405853439,2.1199393454205087,6.194651857898792,20.59881841884732,61.858514907211536,72.96784136472412,82.87392773305173
89,90.97701940610612,99.29349009095813,85.76825284801804,93.41485307432492,6.988928124514711,57.680791963825584,70.92961271407681,30.984711675327993,5.204583875613144,130.08648164143352
90,57.777194012955945,38.53373611067547,50.43360060060499,46.73710078586613,-9.100063575291513,11.921044284057336,2.1149823349416286,8.579428489948949,88.42451739289542,64.13994165909939
91,29.567539675064136,95.41854193081005,82.0489480740262,65.23828502574462,4.683025180832924,3.6461050825618457,41.8932977983946,9.093544991304114,86.26751629457257,89.54937863827844
92,77.0595829778396,71.97173191938947,97.15813231206494,84.87928259177656,-3.1736270809989575,5.274395216221739,77.58650652027869,92.32237469852286,44.332032077269865,119.2684854667639
93,80.8628038893518,68.61894359030873,36.30131673021513,64.42743417132691,-0.42943260160955,83.41641082084413,33.873295577443145,68.92793212258371,58.586305052792156,115.1955252250416
94,64.9021758055597,61.015080881320685,61.866370495579304,66.1807573212252,8.577190996911312,11.797248362806156,56.37371014453995,12.710261377074039,97.60783324725189,100.47081222389608
95,81.67737439636488,38.45358493742069,42.971036646766045,53.75786970582721,-3.360569905283091,4.515136441229195,20.49792328259108,35.67231693089064,53.23043638481663,71.95461416598057
96,59.50364770915126,34.12224256044066,83.42835352270714,58.32593734074181,-0.6932613212102794,43.789988714291226,74.19953911261723,59.248299390159644,90.53218283760897,110.86389822995532
97,61.818626350559526,37.63889672561403,66.2074692704926,59.22300125620131,-9.726351704786378,84.39934719420248,5.227910326875962,83.55717050906487,8.303875781018643,96.15589618233797
98,54.20328146868397,34.91506097154036,70.76659340402429,47.61216328724816,-8.368025599903232,26.240837648930192,85.25426448755003,4.366092871300853,19.105186870868284,71.89984934860573
99,22.033530139527613,82.36675788534026,83.83313276927153,53.68325993026994,-4.8281681773043195,42.17126175259164,19.819638642166815,23.663313147000885,44.07549434413178,82.11314734263787
100,28.631314159464356,48.01002073333841,51.677637812996394,40.51127030002942,-9.442955183578512,3.9922532563751223,87.43980317083307,88.97489902953801,58.47568083373047,78.69508095105246
101,22.51433485493874,24.62741412507171,93.20720547256346,36.85338508440513,2.627506520965019,44.907851413487585,35.25292413005173,0.9165550183816484,81.62278518628003,70.74116097807581
102,70.91283290110243,97.52821041126491,62.6423093796912,80.6444276460688,-1.4720328639675486,57.761308063713365,72.26835744744866,20.13991027938874,98.82621151431869,131.72902200771634
103,45.148478486106136,90.70287079707406,32.63638582682784,62.10997926861093,0.9629040545604397,57.090705375214476,31.922529778618845,95.90241759729659,38.885149647411644,104.97829471777085
104,60.685655293176225,94.22018265561704,75.67192945350419,75.50951813720009,-6.507056282073409,33.242669217436514,90.59116712346476,61.34018465221711,4.741563614008493,113.50839053970883
105,92.60531791408744,99.59262581171483,83.46090803506036,90.35188963005467,-4.081359411267678,31.55331806631355,12.663712551837436,26.167136663750647,80.11715032953248,115.28951182596212
106,39.94337833191,33.91161993755898,45.34093416540213,38.52568504232627,3.276489497054502,10.662361893659789,17.85197892725987,6.699109439584761,60.43807190828081,54.76842698069994
107,52.830633842850375,51.699361512212704,88.57434055990024,63.60509338488967,9.306054472607997,36.67983206462684,49.303012515880226,2.8191340447222157,19.854285886820165,87.60013320852586
108,80.4440910834439,80.6590780563273,92.4914603812613,78.62172046421117,-8.991664527955816,9.949466887296465,8.193843903814614,24.474507963692727,49.48284566214202,94.4079827998552
109,38.3038532393298,75.68164944430337,42.15235899022471,53.24274824364125,7.807686417105323,76.65959447120517,19.598018470176193,88.14858195889104,74.23102455337244,104.41460395065933
110,26.158392786303438,32.311672507188405,98.68171781721776,47.575788795215544,1.5376240262241687,96.62742977481858,94.37663822120143,41.59136542975095,77.04117870686437,114.84617313006979
111,43.180116233101444,85.26664999924942,31.256922243900675,56.30648702291239,1.2783913351124738,97.00744566667069,97.64896611478872,72.0333369165993,49.9618411998762,126.15325931383909
112,32.897702980320354,37.95524574693285,36.1612534721992,32.903951371413214,0.005570704155207551,86.50710993753938,37.62593293304219,91.82850353799577,30.521453012885914,84.90151181716003
113,94.37581218740584,37.905409185809845,34.73798713904209,61.842242108537576,-8.612118281916333,60.07921493396191,92.32860210139357,40.80404616028166,97.37425820384935,117.57622416080537
114,84.64963036515336,62.957953831473084,91.51917680062964,74.68884505055209,-8.202462965276787,70.086569724388,54.48246756734317,19.127737103739705,66.33626109564929,117.556618026777
115,70.67230052083389,67.43519478733626,72.34340418599695,66.94979279506849,2.0182401131817223,28.520580268041407,26.974246587376705,51.71179308569195,40.82375193462987,94.14013682900273
116,89.71684721501742,66.40689662702489,32.16834265778183,70.94593883645595,-3.180828571288834,63.077042017262066,70.23987210805987,90.80836870598544,28.04632242046524,120.96299400350588
117,84.29376615192916,27.31894699182039,55.22587346946792,59.47283778254145,8.345361331553612,45.56495494398774,65.89018065748571,80.43744141377006,73.11029830035622,111.63843881426514
118,34.925604710882865,90.19686901043043,69.22384200558416,57.982562079513286,-1.8681892528105557,48.20173397769325,98.91253191087334,6.582984336315379,24.21834455937677,99.38809957181161
119,91.40471987919823,41.24800340709648,26.677126799150663,55.15173344764873,-7.134370825947178,75.7776560375158,26.50472874092833,69.25728000775818,17.17099889736882,97.3499310335781
120,63.147379353252056,30.361193702624334,90.5933094725871,55.67776173529776,4.2943766700407195,28.191835559725163,67.20595026617355,57.18975224589538,52.98338889620703,97.13426671153223
121,84.595212413125,91.09984638951818,84.28828283532282,84.5031651907818,-4.132931571179803,31.803961169451988,5.202375502944689,90.74631763464255,28.998739264414187,114.55478407705803
122,91.68730399387945,96.45211985838027,60.41654188613106,83.0128967223165,0.509406147117863,92.46417911286366,11.36460386967194,12.248141685029722,62.890514492361504,124.2048459858945
123,45.44027799774911,88.97020938123605,97.37012922073363,69.28347974514413,3.9566557101034014,5.622429485097225,0.3918374951093262,53.40361132046566,11.793867487423348,82.56419501596399
124,28.80415396221414,84.76128597799024,53.420878342007974,54.13273642865243,8.005282224041409,48.56342984133404,99.94606810596731,87.94626935118923,65.49411045673216,115.67849275585988
125,38.234813003355335,72.41935845112174,98.72882552291982,67.65024178782635,5.843823896033522,91.28008004078617,80.22736971474778,41.0023786741743,28.329652799770223,122.00601383325827
126,54.1686230901005,64.06858964873115,73.43359990429016,63.51717283634301,3.527221357454483,61.0363007818157,78.67230147335408,48.19949177328671,0.024293443451273156,108.27211028963293
127,85.44118127379944,26.958940792912813,70.77370186031531,63.03424393809888,3.592663647902871,54.64070742121321,50.97260752881797,7.046067766695829,12.693605767417637,92.79517780233913
128,88.85844666050747,52.676257045655895,33.2763916236628,58.11065832146065,8.918492880641729,24.974417922935523,30.006708290543994,27.814364044891082,93.3615377835094,92.17090519919782
129,20.556170442495258,49.81508136098512,90.55422066437151,52.811208921203644,-4.083518050069279,34.327548906444825,15.126428446267592,32.45066491689473,86.73546391153579,84.45480327627556
130,60.85978420620526,40.7803027008261,54.19917503364921,55.551731724613795,-9.977758116076252,85.20484158046929,28.467473884646367,94.51224487448869,23.360903203623685,105.1956516426411
131,53.39288025190232,77.87360909508679,32.97867246259835,59.90848658464752,-4.560908812036026,55.921813176845816,37.597122192913915,28.266736054115903,77.83719045454912,97.6755598344902
132,37.76862483765842,59.67005880630167,21.00860159806072,44.47395896720181,-5.64217240746512,51.47421937567799,75.6310096980294,46.0868735269652,60.857159317397425,91.4323830341043
133,29.589229386694626,26.483697272611835,64.7804546910706,41.62720455418726,3.2366917022799626,9.957971354002893,53.96617889031524,67.13044235642798,97.09047114498695,80.8132006209839
134,47.00921371229023,37.6146561559849,62.19196976981411,47.95934724310131,2.6742319953105813,1.6028156455123121,7.748362655548268,16.21833724078774,37.36056595340591,57.172889189779674
135,95.43277631300154,74.66070109276768,77.54828978953269,80.69424853372874,1.8692276540944768,96.36851886870491,1.802900895891224,48.64423871418745,68.14606125171713,129.51741593800136
136,45.856234561660415,26.090468759224017,91.22064424142417,51.44715502927403,-9.675131135810926,37.698616728684165,10.233217953406315,73.85390394759077,6.353572242391858,75.21281252093883
137,61.50324973946929,88.0965531239015,26.352526771442363,64.45204011869323,4.57556108901295,60.32130620995043,41.049871369737936,86.6855213027066,39.6247346816406,111.58589979497869
138,76.24151671161422,59.611722161117946,78.51971922722899,73.36981318138449,-3.52939175029017,7.971507318728499,93.31929170490183,62.62592746624267,96.38176611881805,116.5078058171519
139,49.09036819034352,58.44692618613184,34.99295552780658,49.055300564903995,3.3011197801326215,68.31142857230465,63.74024812092216,66.90535153169479,53.89808744501205,100.965162274278
140,97.74256661767686,67.3926227727614,88.65416425257311,80.53257287401631,1.1315685700430667,93.2566708705961,80.18258998755151,12.628347258456895,28.787950333484456,131.68897599143367
141,96.99578359536889,85.97447727401193,85.52508110893248,88.98178014558613,-3.1453814914418565,57.56652529974197,46.637459450454855,94.57764972463471,12.027096312860685,130.3703301185547
142,40.14258366602913,47.824736632175444,63.26350039884355,52.81923247201752,-7.308474657917845,12.611532237541056,36.16660831950428,13.257407748448236,70.35283401815305,73.10609037967352
143,59.77988047139084,74.24129220472508,76.81942388986492,69.94574953025061,-8.11162204679038,58.172152747347674,10.840037271662272,77.46729371817983,64.48560434297268,112.00585606249399
144,44.07026478534157,65.2585571196633,45.14800905469987,52.13892260225088,6.6303666622444695,76.63472131046524,87.5933022186205,26.481632177831884,37.39387136037746,103.62420354255055
145,42.78723955019741,41.362261613553706,57.69343191462517,43.70358050730099,8.36795084163116,40.64165365740187,78.31600290279029,93.35931437012516,95.09413518658343,102.90440700863834
146,22.950955788362624,90.29039890841264,85.73095181683773,60.89924908666469,2.9957609352859915,87.98377479414678,16.811809759772512,71.99595393694796,2.2202812987850318,101.85461411061671
147,68.76514671839175,83.79408172855425,56.741215773857114,74.97275212734665,-7.9313177027903325,64.86829533573645,51.22605638762605,75.38137129783689,30.37238516318258,118.08604251834196
148,60.21432185830892,72.67614677267403,48.623861226035345,63.34297589553667,-1.959455662235186,89.92489182892025,48.73748079212449,21.905917305988332,92.10694862995814,116.22096415138533
149,24.118300099999146,88.04653832753935,59.53699578002399,58.22172766716776,4.578784002103145,62.35053112473372,62.50915526865286,44.30399766351608,32.09354383194404,101.25928594577199
150,42.29171713892892,89.3835360767842,86.25994019497747,69.30936376186695,5.5964176802013625,13.128797200482422,94.61868939912613,61.78131945892864,25.225283385517038,106.60709546019575
151,92.6612708773323,76.66903813720279,46.81664378966982,76.90530484093291,-7.635627554178228,30.96917111051891,57.97714417624796,76.99736182066009,53.42204099312473,116.08808914045842
152,39.16495125335779,86.96106626909376,33.900927450859506,52.06142164567289,-9.999385623092351,20.17949482524569,54.02172667786186,10.395937591238958,82.3801749920538,80.81907808699164
153,31.591589767297847,75.79771693354269,76.96112162646246,60.46072554310956,4.2427409176121,90.88264977168623,5.032293293466394,96.23653164545284,10.314676087836105,103.3719231863291
154,59.15622082220504,74.41126174082403,86.07825701664655,70.50200752936544,-2.868076480275887,76.04000672874827,6.290747601802393,89.0220670554556,94.30207096457362,121.47361734630279
155,98.85203632884806,69.48891025721474,28.050998281882666,70.3001378401825,-4.910373367634795,67.6398368910006,18.734679132678888,27.034859049558435,79.5072881181164,107.35289553816663
156,39.364421720920035,80.2173311646113,39.189929020475574,55.11254009686968,-9.742050604209492,30.096631963162167,3.247077169174828,82.2760243032332,18.125025555155194,75.65950719534425
157,73.77084379247029,32.68840842344589,31.357759180879512,53.15152647510332,0.8059881352299936,18.40447720502135,74.33528955700123,51.832392303982346,71.20079611981626,94.75197774267276
158,80.9295692262974,90.46966073591427,47.83531292657333,71.6351006458185,7.023014708519636,75.64510879889119,72.3330303993963,46.18064815620186,38.495872263755714,123.53102044894892
159,39.01100351939198,89.74748221961856,56.02807831243301,64.27047213620162,9.152632925451758,47.41579458790797,13.605623443164294,31.44341058114054,40.22946780763187,94.75473389336058
160,78.25730788894876,22.33978264276473,79.90610695706451,57.02220492393522,1.3148990122657835,22.578955215062912,83.60789007952809,58.096858663159246,78.32900924388665,100.65509151486994
161,49.422650617540256,86.06534004518102,72.09180679053392,67.35407550552671,0.2892265547978834,61.66219781652751,15.478603484611197,72.98891177035978,96.27848079807322,116.85029509512091
162,70.58446644748636,30.309589397875616,69.67428539827449,51.47984750556972,-8.298872290215177,4.0333852138451975,30.11755869973588,41.09329049627583,12.665587284719393,65.9450149562547
163,70.68237686087159,46.809508340731355,48.18999572877235,54.71423837414083,0.9774560308519948,32.61702541282535,24.8976899161365,62.92191930082921,42.06302368788194,87.03713585283433
164,62.86197472598068,79.48066050332862,87.3158042467808,74.8182845545538,-2.400418420692107,46.85569945911347,37.23070985730478,69.93129211553037,48.09416080843035,112.75624543237075
165,27.223181604352664,32.860791683864655,57.70297339185316,32.37805385253137,2.142705617671538,14.795833410940585,25.466376588996187,71.11218170152858,37.63118169549976,61.410196111616095
166,86.82419964713904,85.43736192952497,98.32839504121236,89.12581258832411,-2.2254730424690656,98.46544775908396,48.8950926438452,5.196609813118025,36.3189123716225,136.1494669049855
